,Team,Prize,NumTournaments,Year
71,Team SCV Life,$731.37,1 Tournament,2009
72,Team gamed!de,$700.20,1 Tournament,2009
73,Templars of Twilight,$600.00,1 Tournament,2009
74,eSuba,$565.52,1 Tournament,2009
75,GameTV,$520.00,1 Tournament,2009
76,Begrip Gaming,$512.78,1 Tournament,2009
77,JaX Money Crew,$500.00,1 Tournament,2009
78,Team Infused,$478.06,2 Tournaments,2009
79,Team Roccat,$287.84,1 Tournament,2009
80,Clan 519,$250.00,1 Tournament,2009
81,Team Empire,$128.21,1 Tournament,2009
82,Broken Tier,$0.00,3 Tournaments,2009
0,KT Rolster,"$218,479.79",11 Tournaments,2010
1,Natus Vincere,"$195,846.33",13 Tournaments,2010
2,SK Gaming,"$191,622.66",41 Tournaments,2010
3,Fnatic,"$189,742.76",38 Tournaments,2010
4,Evil Geniuses,"$175,638.48",50 Tournaments,2010
5,Final Boss,"$172,400.00",6 Tournaments,2010
6,WeMade FOX,"$158,775.58",37 Tournaments,2010
7,mousesports,"$149,537.34",80 Tournaments,2010
8,Team SCV Life,"$128,267.82",5 Tournaments,2010
9,Old Generations,"$125,809.32",7 Tournaments,2010
10,mortal Teamwork,"$107,453.36",49 Tournaments,2010
11,against All authority,"$106,548.61",17 Tournaments,2010
12,Hwaseung OZ,"$103,434.89",9 Tournaments,2010
13,Incredible Miracle,"$95,082.56",3 Tournaments,2010
14,CJ Entus,"$72,649.67",16 Tournaments,2010
15,TyLoo,"$71,159.93",10 Tournaments,2010
16,T1,"$71,003.00",11 Tournaments,2010
17,compLexity Gaming,"$68,400.00",13 Tournaments,2010
18,Prime,"$67,079.96",4 Tournaments,2010
19,STX SouL,"$65,906.77",9 Tournaments,2010
20,Team Alternate,"$52,746.60",33 Tournaments,2010
21,Frag eXecutors,"$52,136.47",9 Tournaments,2010
22,Carbon,"$51,112.00",8 Tournaments,2010
23,Team VeryGames,"$48,755.13",14 Tournaments,2010
24,ZeNEX,"$46,916.24",4 Tournaments,2010
25,Serious Gaming,"$46,904.45",23 Tournaments,2010
26,World Elite,"$45,718.09",15 Tournaments,2010
27,Team Dignitas,"$43,147.11",42 Tournaments,2010
28,EHOME,"$40,898.57",5 Tournaments,2010
29,Str8 Rippin,"$40,400.00",5 Tournaments,2010
30,StarTale,"$40,366.82",4 Tournaments,2010
31,Meet Your Makers,"$34,707.60",30 Tournaments,2010
32,Woongjin Stars,"$33,590.95",9 Tournaments,2010
33,Lions,"$29,012.25",8 Tournaments,2010
34,PanDarea,"$27,676.37",8 Tournaments,2010
35,Team Liquid,"$26,157.18",23 Tournaments,2010
36,MBCGame HERO,"$25,799.42",9 Tournaments,2010
37,CNB e-Sports Club,"$25,000.00",1 Tournament,2010
38,Samsung,"$23,811.32",10 Tournaments,2010
39,forZe,"$22,380.58",9 Tournaments,2010
40,H2K,"$22,023.57",8 Tournaments,2010
41,n!faculty,"$19,281.63",13 Tournaments,2010
42,Millenium,"$19,064.43",23 Tournaments,2010
43,RoX,"$18,425.00",10 Tournaments,2010
44,TCM Gaming,"$17,166.36",8 Tournaments,2010
45,Hite SPARKYZ,"$16,868.88",9 Tournaments,2010
46,DTS Gaming,"$15,159.89",5 Tournaments,2010
47,Empire Arcadia,"$13,356.40",22 Tournaments,2010
48,For Our Utopia,"$11,330.57",2 Tournaments,2010
49,Team Acer,"$11,042.00",6 Tournaments,2010
50,ROOT Gaming,"$10,600.00",12 Tournaments,2010
51,Ukranian National Team,"$10,230.66",3 Tournaments,2010
52,Counter Logic Gaming,"$9,500.00",2 Tournaments,2010
53,Enemy,"$8,850.00",3 Tournaments,2010
54,ESC Gaming,"$8,532.67",28 Tournaments,2010
55,LGD Gaming,"$8,435.77",3 Tournaments,2010
56,Swedish National Team,"$8,141.52",2 Tournaments,2010
57,German National Team,"$8,136.05",4 Tournaments,2010
58,k23,"$8,085.04",3 Tournaments,2010
59,Danish National Team,"$7,643.46",3 Tournaments,2010
60,eSTRO,"$7,211.70",8 Tournaments,2010
61,British National Team,"$6,340.60",1 Tournament,2010
62,Reason Gaming,"$5,878.19",4 Tournaments,2010
63,x3o,"$5,000.00",1 Tournament,2010
64,wisdom Nerve victory,"$4,946.31",3 Tournaments,2010
65,WeRRa,"$4,692.58",2 Tournaments,2010
66,Russian National Team,"$4,099.94",2 Tournaments,2010
67,French National Team,"$3,207.81",3 Tournaments,2010
68,Team Roccat,"$3,097.48",1 Tournament,2010
69,OpTic Gaming,"$3,000.00",2 Tournaments,2010
70,Bulgarian National Team,"$2,825.88",2 Tournaments,2010
71,Project EVERSIO,"$2,322.60",2 Tournaments,2010
72,SlayerS,"$2,077.59",1 Tournament,2010
73,Netcode Illuminati,"$2,000.00",2 Tournaments,2010
74,Epsilon eSports,"$1,960.96",3 Tournaments,2010
75,Romanian National Team,"$1,902.18",1 Tournament,2010
76,Team LDLC.com,"$1,871.38",3 Tournaments,2010
77,x6tence,"$1,800.00",2 Tournaments,2010
78,Team Empire,"$1,750.66",14 Tournaments,2010
79,myRevenge,"$1,637.58",1 Tournament,2010
80,Online Kingdom,"$1,590.50",4 Tournaments,2010
81,Team gamed!de,"$1,516.10",3 Tournaments,2010
82,Praetoriani,"$1,247.84",6 Tournaments,2010
83,MIBR,"$1,100.00",2 Tournaments,2010
84,Rock Solid,"$1,000.00",1 Tournament,2010
85,Temp.no,$882.60,1 Tournament,2010
86,Area 51 Gaming,$800.00,1 Tournament,2010
87,Air Force ACE,$782.04,3 Tournaments,2010
88,AGAiN,$750.00,1 Tournament,2010
89,Polish National Team,$732.10,2 Tournaments,2010
90,CLASH Tournaments,$700.00,1 Tournament,2010
91,Alien Invasion,$637.86,5 Tournaments,2010
92,Clan 519,$600.00,2 Tournaments,2010
93,Team DK,$600.00,1 Tournament,2010
94,Playing Ducks,$587.41,3 Tournaments,2010
95,4Kings,$548.00,2 Tournaments,2010
96,Finnish National Team,$514.92,1 Tournament,2010
97,Begrip Gaming,$500.00,1 Tournament,2010
98,LowLandLions,$500.00,1 Tournament,2010
99,Virus Gaming,$463.12,3 Tournaments,2010
100,Team WinFakt,$408.71,1 Tournament,2010
101,Norweigan National Team,$381.33,1 Tournament,2010
102,Mineski,$300.00,1 Tournament,2010
103,Dutch National Team,$254.22,1 Tournament,2010
104,Turkish National Team,$254.22,1 Tournament,2010
105,Belarusian National Team,$193.10,1 Tournament,2010
106,Serbian National Team,$193.10,1 Tournament,2010
107,GameTV,$132.00,1 Tournament,2010
108,Austrian National Team,$127.11,1 Tournament,2010
109,Spanish National Team,$127.11,1 Tournament,2010
110,Czech National Team,$96.55,1 Tournament,2010
111,Broken Tier,$0.00,1 Tournament,2010
112,Panda Global,$0.00,1 Tournament,2010
0,Natus Vincere,"$1,120,414.41",29 Tournaments,2011
1,OpTic Gaming,"$470,200.00",9 Tournaments,2011
2,Incredible Miracle,"$463,346.91",38 Tournaments,2011
3,Old Generations,"$298,078.76",59 Tournaments,2011
4,Fnatic,"$285,951.14",69 Tournaments,2011
5,EHOME,"$279,993.96",6 Tournaments,2011
6,SlayerS,"$236,638.02",51 Tournaments,2011
7,Prime,"$234,075.03",52 Tournaments,2011
8,Evil Geniuses,"$195,541.61",65 Tournaments,2011
9,mousesports,"$194,332.52",99 Tournaments,2011
10,SK Gaming,"$151,754.10",43 Tournaments,2011
11,Scythe Gaming,"$151,321.22",2 Tournaments,2011
12,Team Liquid,"$144,486.58",54 Tournaments,2011
13,Millenium,"$138,499.16",90 Tournaments,2011
14,MVP,"$136,752.51",39 Tournaments,2011
15,Team Dignitas,"$126,754.11",76 Tournaments,2011
16,StarTale,"$124,964.18",37 Tournaments,2011
17,FXOpen e-Sports,"$117,959.99",48 Tournaments,2011
18,Team SCV Life,"$112,849.74",34 Tournaments,2011
19,Team Infused,"$103,092.37",6 Tournaments,2011
20,Invictus Gaming,"$97,799.43",13 Tournaments,2011
21,Meet Your Makers,"$97,523.89",19 Tournaments,2011
22,T1,"$94,487.00",7 Tournaments,2011
23,mortal Teamwork,"$93,935.74",49 Tournaments,2011
24,KT Rolster,"$89,366.16",6 Tournaments,2011
25,Frag eXecutors,"$89,144.80",12 Tournaments,2011
26,Samsung,"$85,683.90",6 Tournaments,2011
27,Moscow Five,"$79,508.29",15 Tournaments,2011
28,World Elite,"$75,622.96",25 Tournaments,2011
29,ESC Gaming,"$74,559.17",73 Tournaments,2011
30,apeX eSports,"$73,483.93",5 Tournaments,2011
31,New Star HoSeo,"$70,179.43",19 Tournaments,2011
32,Team SoloMid,"$67,400.58",18 Tournaments,2011
33,CJ Entus,"$66,722.87",5 Tournaments,2011
34,TyLoo,"$60,839.38",20 Tournaments,2011
35,Team Alternate,"$60,787.69",49 Tournaments,2011
36,PanDarea,"$59,741.35",6 Tournaments,2011
37,Team VeryGames,"$55,748.56",13 Tournaments,2011
38,Team DK,"$54,236.13",5 Tournaments,2011
39,compLexity Gaming,"$51,197.96",34 Tournaments,2011
40,Counter Logic Gaming,"$47,357.90",10 Tournaments,2011
41,Team Acer,"$46,156.28",44 Tournaments,2011
42,Team Empire,"$46,023.59",118 Tournaments,2011
43,ZeNEX,"$42,840.66",32 Tournaments,2011
44,against All authority,"$41,071.83",38 Tournaments,2011
45,Lions,"$39,474.80",8 Tournaments,2011
46,For Our Utopia,"$36,739.19",13 Tournaments,2011
47,Online Kingdom,"$34,500.00",3 Tournaments,2011
48,WeMade FOX,"$34,076.74",15 Tournaments,2011
49,Str8 Rippin,"$33,800.00",3 Tournaments,2011
50,Made in Thailand,"$32,198.87",4 Tournaments,2011
51,Gama Bears,"$32,000.00",3 Tournaments,2011
52,Woongjin Stars,"$31,382.15",4 Tournaments,2011
53,Team WinFakt,"$29,262.86",6 Tournaments,2011
54,STX SouL,"$28,960.71",5 Tournaments,2011
55,Epik Gamer,"$27,500.00",4 Tournaments,2011
56,Serious Gaming,"$25,030.84",30 Tournaments,2011
57,Hwaseung OZ,"$22,199.24",6 Tournaments,2011
58,Gameburg Team,"$22,140.16",6 Tournaments,2011
59,Final Boss,"$19,600.00",3 Tournaments,2011
60,Guild of Imbalance,"$16,475.07",22 Tournaments,2011
61,eSuba,"$14,989.69",7 Tournaments,2011
62,Empire Arcadia,"$14,426.75",45 Tournaments,2011
63,x6tence,"$13,921.00",3 Tournaments,2011
64,Reason Gaming,"$13,651.30",9 Tournaments,2011
65,Epsilon eSports,"$11,831.15",8 Tournaments,2011
66,Team LDLC.com,"$11,185.47",7 Tournaments,2011
67,DTS Gaming,"$10,536.76",6 Tournaments,2011
68,myRevenge,"$10,377.23",7 Tournaments,2011
69,Temp.no,"$10,254.97",2 Tournaments,2011
70,Team gamed!de,"$9,326.53",3 Tournaments,2011
71,Mineski,"$9,118.20",3 Tournaments,2011
72,TCM Gaming,"$8,786.01",7 Tournaments,2011
73,eSahara,"$8,021.82",11 Tournaments,2011
74,vVv Gaming,"$8,000.00",1 Tournament,2011
75,Team Curse,"$7,880.00",6 Tournaments,2011
76,ROOT Gaming,"$6,750.00",8 Tournaments,2011
77,AGAiN,"$6,597.13",4 Tournaments,2011
78,Virus Gaming,"$6,535.50",26 Tournaments,2011
79,Netcode Illuminati,"$6,500.00",1 Tournament,2011
80,MBCGame HERO,"$6,224.16",5 Tournaments,2011
81,Team Envy,"$5,800.00",3 Tournaments,2011
82,Virtus.pro,"$5,714.30",5 Tournaments,2011
83,LGD Gaming,"$5,361.46",4 Tournaments,2011
84,Alien Invasion,"$5,161.98",21 Tournaments,2011
85,Anexis eSports,"$5,101.60",2 Tournaments,2011
86,Orange Esports,"$5,000.00",1 Tournament,2011
87,RoX,"$4,957.56",15 Tournaments,2011
88,CheckSix Gaming,"$4,820.00",3 Tournaments,2011
89,3DMAX,"$4,772.80",2 Tournaments,2011
90,Quantic Gaming,"$4,141.63",6 Tournaments,2011
91,Team FeaR,"$4,000.00",1 Tournament,2011
92,Broken Tier,"$3,984.00",4 Tournaments,2011
93,It's Gosu eSports,"$3,816.67",12 Tournaments,2011
94,Project_kr,"$3,676.00",1 Tournament,2011
95,Pandora's Mighty Soldiers,"$3,225.00",4 Tournaments,2011
96,4Kings,"$3,000.00",1 Tournament,2011
97,Wayi Spider,"$3,000.00",1 Tournament,2011
98,Copenhagen Wolves,"$2,863.60",3 Tournaments,2011
99,LowLandLions,"$2,637.85",5 Tournaments,2011
100,Canadian National Team,"$2,500.00",1 Tournament,2011
101,Flash Wolves,"$2,500.00",1 Tournament,2011
102,CNB e-Sports Club,"$2,000.00",1 Tournament,2011
103,V8 eSports,"$2,000.00",1 Tournament,2011
104,American National Team,"$1,500.00",1 Tournament,2011
105,k23,"$1,303.32",2 Tournaments,2011
106,Praetoriani,"$1,296.64",5 Tournaments,2011
107,forZe,"$1,250.00",1 Tournament,2011
108,Fariko,"$1,103.76",2 Tournaments,2011
109,Area 51 Gaming,"$1,000.00",1 Tournament,2011
110,German National Team,"$1,000.00",1 Tournament,2011
111,Panda Global,"$1,000.00",2 Tournaments,2011
112,Air Force ACE,$920.94,1 Tournament,2011
113,Bravado Gaming,$582.41,5 Tournaments,2011
114,Lunatic-hai,$459.50,1 Tournament,2011
115,Maximum Impact Gaming,$457.80,1 Tournament,2011
116,NewRoSoft,$433.17,5 Tournaments,2011
117,Clan 519,$400.00,1 Tournament,2011
118,CLASH Tournaments,$381.00,3 Tournaments,2011
119,Universal Soldiers,$350.00,1 Tournament,2011
120,Rock Solid,$300.00,1 Tournament,2011
121,Enemy,$288.75,1 Tournament,2011
122,GameTV,$285.26,2 Tournaments,2011
123,DuSt Gaming,$248.06,3 Tournaments,2011
124,Giants Gaming,$200.74,1 Tournament,2011
125,H2K,$136.51,1 Tournament,2011
126,Absolute Legends,$135.58,1 Tournament,2011
127,Imaginary Gaming,$84.82,1 Tournament,2011
128,Carbon,$52.60,2 Tournaments,2011
129,n!faculty,$39.67,1 Tournament,2011
130,IsIMBA,$20.00,1 Tournament,2011
131,Smash Studios,$15.00,1 Tournament,2011
0,Invictus Gaming,"$1,275,354.36",36 Tournaments,2012
1,Taipei Assassins,"$1,030,455.86",8 Tournaments,2012
2,StarTale,"$465,341.13",50 Tournaments,2012
3,Counter Logic Gaming,"$426,890.08",50 Tournaments,2012
4,Natus Vincere,"$401,557.57",31 Tournaments,2012
5,AZUBU,"$376,268.19",13 Tournaments,2012
6,Fnatic,"$367,451.16",88 Tournaments,2012
7,Moscow Five,"$340,721.32",38 Tournaments,2012
8,MVP,"$325,761.78",54 Tournaments,2012
9,World Elite,"$291,466.84",28 Tournaments,2012
10,Incredible Miracle,"$287,968.44",47 Tournaments,2012
11,SK Gaming,"$249,573.08",53 Tournaments,2012
12,Evil Geniuses,"$238,241.93",100 Tournaments,2012
13,Team Liquid,"$236,828.38",80 Tournaments,2012
14,FXOpen e-Sports,"$233,517.54",62 Tournaments,2012
15,LGD Gaming,"$231,485.69",12 Tournaments,2012
16,Team SoloMid,"$231,128.44",22 Tournaments,2012
17,Prime,"$229,738.23",50 Tournaments,2012
18,mousesports,"$189,494.75",95 Tournaments,2012
19,Team Dignitas,"$189,004.49",62 Tournaments,2012
20,Team SCV Life,"$166,505.07",147 Tournaments,2012
21,Millenium,"$161,435.69",73 Tournaments,2012
22,Team DK,"$155,793.29",10 Tournaments,2012
23,Team Acer,"$148,082.93",122 Tournaments,2012
24,SlayerS,"$145,252.28",44 Tournaments,2012
25,T1,"$139,574.85",13 Tournaments,2012
26,compLexity Gaming,"$124,145.68",58 Tournaments,2012
27,Maximum Impact Gaming,"$123,635.70",2 Tournaments,2012
28,Team Curse,"$111,157.52",35 Tournaments,2012
29,NaJin e-mFire,"$108,000.72",13 Tournaments,2012
30,Western Wolves,"$97,233.14",30 Tournaments,2012
31,Team Alternate,"$96,674.11",61 Tournaments,2012
32,CJ Entus,"$93,822.80",10 Tournaments,2012
33,Team Empire,"$92,631.26",81 Tournaments,2012
34,mortal Teamwork,"$83,896.95",46 Tournaments,2012
35,Quantic Gaming,"$81,678.18",40 Tournaments,2012
36,ESC Gaming,"$79,835.34",45 Tournaments,2012
37,Karont3 e-Sports Club,"$78,932.78",29 Tournaments,2012
38,Ninjas in Pyjamas,"$73,017.55",9 Tournaments,2012
39,Samsung,"$69,201.25",9 Tournaments,2012
40,TyLoo,"$66,795.85",12 Tournaments,2012
41,Saigon Jokers,"$62,500.00",4 Tournaments,2012
42,EHOME,"$59,214.99",6 Tournaments,2012
43,Orange Esports,"$53,546.13",12 Tournaments,2012
44,Team VeryGames,"$48,983.82",14 Tournaments,2012
45,RoX,"$43,212.54",74 Tournaments,2012
46,TongFu,"$38,165.91",3 Tournaments,2012
47,Meet Your Makers,"$37,991.77",33 Tournaments,2012
48,Team Zenith,"$36,913.27",3 Tournaments,2012
49,Old Generations,"$32,926.66",11 Tournaments,2012
50,Absolute Legends,"$31,062.32",24 Tournaments,2012
51,Virtus.pro,"$29,921.25",26 Tournaments,2012
52,OpTic Gaming,"$29,121.80",7 Tournaments,2012
53,New Star HoSeo,"$28,002.37",26 Tournaments,2012
54,Copenhagen Wolves,"$27,674.42",13 Tournaments,2012
55,Cats Gaming,"$27,304.49",25 Tournaments,2012
56,Epsilon eSports,"$27,209.55",11 Tournaments,2012
57,n!faculty,"$26,448.25",8 Tournaments,2012
58,Gama Bears,"$26,251.88",10 Tournaments,2012
59,Xenics,"$26,238.87",5 Tournaments,2012
60,Eclypsia,"$25,621.51",19 Tournaments,2012
61,apeX eSports,"$24,972.18",7 Tournaments,2012
62,STX SouL,"$21,853.24",7 Tournaments,2012
63,KT Rolster,"$21,781.83",6 Tournaments,2012
64,against All authority,"$20,294.20",22 Tournaments,2012
65,No Tidehunter,"$19,612.27",5 Tournaments,2012
66,Woongjin Stars,"$19,191.52",7 Tournaments,2012
67,vVv Gaming,"$19,050.00",6 Tournaments,2012
68,Singapore Sentinels,"$18,647.61",7 Tournaments,2012
69,Anexis eSports,"$18,510.81",17 Tournaments,2012
70,Team Orbit,"$18,250.00",11 Tournaments,2012
71,Team WinFakt,"$18,064.38",7 Tournaments,2012
72,XMG,"$17,946.50",8 Tournaments,2012
73,Star Horn Royal Club,"$16,863.08",2 Tournaments,2012
74,EloHell,"$15,643.43",4 Tournaments,2012
75,x6tence,"$14,877.57",11 Tournaments,2012
76,Area 51 Gaming,"$14,000.00",2 Tournaments,2012
77,Team Nv,"$13,233.86",10 Tournaments,2012
78,Team FeaR,"$12,345.05",7 Tournaments,2012
79,It's Gosu eSports,"$11,923.87",17 Tournaments,2012
80,TCM Gaming,"$11,782.65",6 Tournaments,2012
81,Kuala Lumpur Hunters,"$11,500.00",3 Tournaments,2012
82,PotM Bottom,"$11,500.00",3 Tournaments,2012
83,CheckSix Gaming,"$11,373.62",17 Tournaments,2012
84,Lions,"$11,200.00",3 Tournaments,2012
85,LowLandLions,"$10,719.90",9 Tournaments,2012
86,Lemondogs,"$10,115.75",4 Tournaments,2012
87,Wayi Spider,"$10,100.00",4 Tournaments,2012
88,ROOT Gaming,"$9,929.94",12 Tournaments,2012
89,paiN Gaming,"$9,331.68",3 Tournaments,2012
90,myRevenge,"$8,706.50",3 Tournaments,2012
91,Mineski,"$8,400.98",3 Tournaments,2012
92,Empire Arcadia,"$8,129.86",22 Tournaments,2012
93,Axiom eSports,"$7,522.73",4 Tournaments,2012
94,Bangkok Titans,"$7,500.00",2 Tournaments,2012
95,PanDarea,"$7,454.54",3 Tournaments,2012
96,Alien Invasion,"$6,607.33",20 Tournaments,2012
97,Giants Gaming,"$6,446.73",7 Tournaments,2012
98,8th Team,"$6,428.11",6 Tournaments,2012
99,ZeNEX,"$6,307.84",10 Tournaments,2012
100,FM eSports,"$5,941.54",3 Tournaments,2012
101,Team gamed!de,"$5,279.75",5 Tournaments,2012
102,V8 eSports,"$5,250.00",2 Tournaments,2012
103,Cloud9,"$5,000.00",3 Tournaments,2012
104,NewRoSoft,"$4,752.39",11 Tournaments,2012
105,Tricked eSports,"$4,415.34",5 Tournaments,2012
106,Team Phoenix,"$4,250.00",3 Tournaments,2012
107,eSuba,"$4,189.09",5 Tournaments,2012
108,4Kings,"$4,065.45",2 Tournaments,2012
109,eSahara,"$3,848.80",8 Tournaments,2012
110,MKZ,"$3,836.97",1 Tournament,2012
111,Pulse Esports,"$3,665.00",5 Tournaments,2012
112,Reason Gaming,"$3,535.77",2 Tournaments,2012
113,Broken Tier,"$3,475.00",6 Tournaments,2012
114,Prophecy,"$3,289.05",2 Tournaments,2012
115,Netcode Illuminati,"$3,000.00",1 Tournament,2012
116,Team LDLC.com,"$2,962.35",5 Tournaments,2012
117,Team Envy,"$2,888.46",3 Tournaments,2012
118,Team Infused,"$2,633.89",4 Tournaments,2012
119,Imaginary Gaming,"$2,623.99",3 Tournaments,2012
120,Mindfreak,"$2,479.17",3 Tournaments,2012
121,DTS Gaming,"$2,250.00",2 Tournaments,2012
122,Epik Gamer,"$2,250.00",2 Tournaments,2012
123,Carbon,"$2,224.50",4 Tournaments,2012
124,3DMAX,"$2,125.14",2 Tournaments,2012
125,Flash Wolves,"$2,100.00",2 Tournaments,2012
126,Clan 519,"$2,000.00",1 Tournament,2012
127,Fariko,"$2,000.00",2 Tournaments,2012
128,Serious Gaming,"$1,923.89",9 Tournaments,2012
129,LighT eSports,"$1,870.48",3 Tournaments,2012
130,OverGaming,"$1,806.56",1 Tournament,2012
131,EYEBALLERS,"$1,777.71",1 Tournament,2012
132,DuSt Gaming,"$1,758.61",5 Tournaments,2012
133,Str8 Rippin,"$1,587.60",1 Tournament,2012
134,OMG,"$1,500.00",1 Tournament,2012
135,TnC Gaming,"$1,500.00",1 Tournament,2012
136,Vile Gaming,"$1,350.00",2 Tournaments,2012
137,Positive Energy,"$1,284.81",1 Tournament,2012
138,Vega Squadron,"$1,160.34",2 Tournaments,2012
139,Guild of Imbalance,"$1,044.35",3 Tournaments,2012
140,Team Roccat,"$1,000.00",1 Tournament,2012
141,Vitriolic,$750.00,1 Tournament,2012
142,Quarter after Midnight,$575.24,2 Tournaments,2012
143,Team Meka,$450.00,2 Tournaments,2012
144,Project EVERSIO,$444.81,1 Tournament,2012
145,Air Force ACE,$355.29,1 Tournament,2012
146,Team Oxy,$336.50,4 Tournaments,2012
147,Dark Passage,$256.57,1 Tournament,2012
148,Enemy,$189.40,3 Tournaments,2012
149,All Gamers,$150.00,1 Tournament,2012
150,Team Legion,$150.00,1 Tournament,2012
151,Melee it on Me,$136.00,1 Tournament,2012
152,Pandora's Mighty Soldiers,$25.00,1 Tournament,2012
153,CLASH Tournaments,$13.00,1 Tournament,2012
154,Extreme Dive Gaming,$0.00,1 Tournament,2012
0,Alliance,"$1,678,701.78",33 Tournaments,2013
1,T1,"$1,301,217.53",24 Tournaments,2013
2,Natus Vincere,"$898,395.46",70 Tournaments,2013
3,Fnatic,"$591,411.75",88 Tournaments,2013
4,Invictus Gaming,"$446,090.92",48 Tournaments,2013
5,Fariko,"$432,517.82",4 Tournaments,2013
6,MVP,"$391,944.63",43 Tournaments,2013
7,Evil Geniuses,"$385,199.32",91 Tournaments,2013
8,Incredible Miracle,"$353,652.32",55 Tournaments,2013
9,compLexity Gaming,"$343,445.33",53 Tournaments,2013
10,Team Liquid,"$340,851.19",96 Tournaments,2013
11,Woongjin Stars,"$331,462.68",18 Tournaments,2013
12,Orange Esports,"$317,963.90",10 Tournaments,2013
13,StarTale,"$317,340.78",35 Tournaments,2013
14,Star Horn Royal Club,"$313,341.61",11 Tournaments,2013
15,TongFu,"$305,270.77",8 Tournaments,2013
16,OMG,"$301,320.22",10 Tournaments,2013
17,NaJin e-mFire,"$301,075.94",10 Tournaments,2013
18,CJ Entus,"$276,274.41",21 Tournaments,2013
19,Ninjas in Pyjamas,"$251,849.77",36 Tournaments,2013
20,STX SouL,"$243,064.22",19 Tournaments,2013
21,Team Envy,"$223,768.65",10 Tournaments,2013
22,Team DK,"$211,899.92",8 Tournaments,2013
23,KT Rolster,"$190,165.66",21 Tournaments,2013
24,Gambit Esports,"$175,762.69",9 Tournaments,2013
25,AZUBU,"$174,895.84",33 Tournaments,2013
26,Team Acer,"$167,324.31",100 Tournaments,2013
27,World Elite,"$163,709.86",17 Tournaments,2013
28,SK Gaming,"$162,219.63",39 Tournaments,2013
29,Cloud9,"$158,500.00",12 Tournaments,2013
30,Samsung,"$149,381.13",30 Tournaments,2013
31,Positive Energy,"$142,303.54",5 Tournaments,2013
32,OpTic Gaming,"$139,300.00",5 Tournaments,2013
33,Copenhagen Wolves,"$132,959.97",38 Tournaments,2013
34,Team Dignitas,"$130,636.74",61 Tournaments,2013
35,mousesports,"$120,889.87",92 Tournaments,2013
36,Team SoloMid,"$115,000.00",5 Tournaments,2013
37,Team VeryGames,"$111,361.61",25 Tournaments,2013
38,LGD Gaming,"$110,617.51",10 Tournaments,2013
39,Gama Bears,"$105,847.91",13 Tournaments,2013
